user_id,treatment,tenure_days,device,region,converted
385,0,63.0,mobile,NA,1
48,0,186.0,mobile,NA,0
4148,1,690.0,mobile,APAC,1
4388,1,559.0,mobile,NA,0
3250,0,306.0,mobile,NA,0
2738,0,409.0,mobile,EU,0
1939,1,846.0,mobile,NA,0
4008,0,483.0,desktop,APAC,0
3125,1,453.0,desktop,EU,0
1831,0,623.0,desktop,APAC,0
5776,1,689.0,mobile,APAC,0
4394,0,777.0,mobile,NA,0
712,0,290.0,desktop,APAC,0
5697,0,214.0,mobile,NA,0
3365,0,39.0,mobile,APAC,0
1583,1,489.0,desktop,NA,0
3633,0,66.0,desktop,NA,0
2509,1,211.0,mobile,NA,0
3810,1,886.0,mobile,APAC,0
5204,1,35.0,mobile,EU,1
143,1,896.0,desktop,EU,0
4640,1,773.0,mobile,EU,0
3783,0,214.0,mobile,NA,0
3890,0,796.0,mobile,NA,0
164,1,274.0,mobile,EU,0
2042,0,403.0,desktop,NA,0
2186,0,680.0,mobile,NA,0
1807,0,191.0,mobile,NA,0
3893,1,23.0,desktop,APAC,0
830,0,363.0,mobile,APAC,0
4436,0,377.0,mobile,NA,0
4583,0,244.0,desktop,EU,0
5991,1,325.0,mobile,EU,1
2909,1,124.0,mobile,EU,0
2566,1,156.0,mobile,NA,0
5799,0,434.0,desktop,EU,0
1459,1,177.0,desktop,NA,0
5340,0,165.0,desktop,EU,0
2232,0,240.0,mobile,EU,0
4189,1,480.0,mobile,APAC,0
502,1,719.0,mobile,NA,0
4749,1,561.0,mobile,EU,0
358,1,75.0,desktop,EU,1
4845,0,129.0,mobile,EU,0
918,0,220.0,mobile,NA,0
5343,1,864.0,desktop,APAC,1
5123,1,868.0,mobile,APAC,0
4975,0,397.0,desktop,NA,0
1752,1,555.0,desktop,EU,1
766,1,648.0,mobile,NA,0
4073,0,879.0,mobile,NA,1
3340,1,342.0,mobile,NA,1
3246,1,615.0,mobile,NA,0
4341,0,780.0,desktop,NA,0
4420,1,279.0,desktop,NA,0
5174,1,189.0,desktop,EU,0
4546,1,562.0,mobile,APAC,0
5732,1,391.0,mobile,EU,1
5531,1,319.0,mobile,EU,0
3112,1,872.0,mobile,EU,0
2082,0,721.0,mobile,EU,0
1154,1,393.0,mobile,NA,0
5498,1,9.0,desktop,NA,0
2711,1,702.0,mobile,NA,0
3971,0,457.0,desktop,EU,0
1642,0,794.0,desktop,NA,0
1882,1,886.0,mobile,APAC,0
2823,1,706.0,mobile,EU,0
2780,0,387.0,mobile,NA,0
2366,0,844.0,mobile,EU,0
5537,1,734.0,desktop,APAC,1
4772,0,766.0,mobile,APAC,0
530,1,655.0,desktop,NA,0
307,0,541.0,mobile,APAC,0
1340,1,528.0,mobile,EU,0
1681,0,48.0,mobile,NA,0
2680,1,876.0,desktop,EU,0
3509,0,216.0,mobile,EU,0
5230,1,747.0,mobile,NA,0
3962,1,699.0,mobile,EU,1
1657,0,13.0,mobile,EU,0
1431,0,826.0,mobile,NA,0
260,0,216.0,mobile,EU,0
3868,1,502.0,mobile,NA,1
958,0,401.0,mobile,EU,0
3666,0,574.0,desktop,APAC,0
2815,1,268.0,mobile,NA,0
2708,1,842.0,mobile,NA,0
5762,0,269.0,mobile,NA,1
4043,0,86.0,mobile,EU,0
4166,0,117.0,mobile,EU,0
4439,0,261.0,mobile,EU,0
2068,0,,desktop,EU,0
4918,1,145.0,mobile,NA,0
3263,0,81.0,desktop,NA,0
953,1,,desktop,NA,1
5447,0,377.0,mobile,APAC,0
1241,1,118.0,mobile,EU,0
5604,1,863.0,mobile,APAC,0
1531,1,852.0,mobile,APAC,0
1426,1,274.0,mobile,NA,0
4416,0,868.0,desktop,NA,0
1008,1,772.0,mobile,EU,0
3706,0,102.0,desktop,EU,0
3153,0,313.0,mobile,NA,0
1090,1,268.0,mobile,NA,1
4144,0,542.0,desktop,APAC,0
5362,1,503.0,mobile,APAC,0
5994,0,768.0,mobile,APAC,0
1257,0,172.0,mobile,EU,0
3099,0,684.0,desktop,NA,0
4501,0,167.0,mobile,APAC,0
5320,1,700.0,mobile,APAC,0
640,0,,mobile,NA,0
3455,1,334.0,mobile,NA,0
129,1,57.0,desktop,EU,0
725,1,106.0,mobile,NA,1
3825,0,706.0,mobile,NA,0
214,0,206.0,mobile,NA,0
4966,0,589.0,mobile,NA,0
4141,0,122.0,desktop,APAC,0
5538,0,820.0,desktop,EU,1
3635,0,832.0,desktop,NA,0
2681,1,444.0,mobile,NA,1
2784,1,126.0,desktop,APAC,1
3788,1,159.0,mobile,EU,0
2071,1,816.0,mobile,NA,0
2518,0,863.0,mobile,NA,0
757,0,583.0,mobile,EU,1
2124,0,762.0,mobile,APAC,0
3421,0,660.0,mobile,APAC,0
2099,0,286.0,mobile,NA,0
4598,1,578.0,desktop,EU,0
2432,1,484.0,mobile,NA,0
351,0,160.0,mobile,NA,0
1327,1,421.0,mobile,EU,0
4800,0,881.0,mobile,EU,1
5464,0,818.0,mobile,NA,0
1910,1,831.0,desktop,NA,0
2779,0,792.0,desktop,APAC,0
1397,1,,mobile,APAC,0
4574,1,660.0,mobile,EU,0
3848,1,544.0,mobile,APAC,0
2294,1,319.0,mobile,EU,1
5394,1,526.0,mobile,NA,0
3533,1,224.0,desktop,NA,0
5661,0,336.0,mobile,NA,0
1594,1,258.0,mobile,NA,0
3961,1,642.0,desktop,NA,0
1460,1,898.0,desktop,EU,0
1665,0,898.0,mobile,APAC,0
2769,0,559.0,mobile,EU,0
4901,1,825.0,desktop,EU,0
4519,0,161.0,mobile,NA,0
3932,0,697.0,mobile,EU,0
2020,0,892.0,mobile,EU,0
18,1,233.0,mobile,NA,0
5822,0,692.0,mobile,EU,0
107,1,540.0,mobile,APAC,0
596,0,69.0,mobile,NA,0
2173,1,568.0,mobile,APAC,0
5264,1,550.0,desktop,EU,0
4327,1,52.0,mobile,NA,0
1565,1,266.0,mobile,EU,0
718,0,139.0,mobile,NA,0
3428,1,482.0,mobile,APAC,0
5508,1,229.0,desktop,EU,0
2875,0,822.0,desktop,APAC,0
236,0,281.0,mobile,NA,0
3727,0,475.0,mobile,NA,0
2512,0,287.0,mobile,NA,0
3444,1,538.0,mobile,EU,0
1635,0,378.0,mobile,APAC,0
5897,0,816.0,mobile,APAC,0
2800,0,532.0,mobile,NA,0
5257,1,134.0,mobile,EU,0
5730,0,567.0,mobile,APAC,0
4064,0,13.0,mobile,NA,0
2721,1,257.0,desktop,APAC,0
1697,1,29.0,desktop,EU,0
1099,0,26.0,mobile,EU,0
967,1,320.0,mobile,EU,0
1904,1,,mobile,APAC,1
5841,1,310.0,mobile,NA,0
5621,1,509.0,desktop,APAC,1
4510,0,550.0,mobile,NA,1
2657,0,848.0,desktop,APAC,0
1948,1,526.0,mobile,NA,0
2947,0,44.0,mobile,EU,0
1117,0,269.0,desktop,EU,0
4817,0,385.0,desktop,EU,0
3744,0,736.0,desktop,NA,0
5262,0,325.0,desktop,APAC,0
3123,1,751.0,desktop,APAC,0
5898,0,859.0,desktop,NA,0
1476,1,192.0,mobile,APAC,0
3111,1,106.0,mobile,EU,0
4100,0,743.0,mobile,NA,1
1812,0,224.0,mobile,NA,1
5171,1,436.0,mobile,EU,0
2794,1,666.0,mobile,APAC,1
1362,0,473.0,mobile,EU,0
3387,0,464.0,mobile,APAC,0
40,1,373.0,mobile,EU,0
4666,1,830.0,mobile,NA,0
2602,1,475.0,desktop,NA,1
4643,0,84.0,desktop,APAC,1
449,0,434.0,mobile,APAC,0
2955,0,9.0,desktop,NA,0
1618,1,515.0,desktop,NA,0
4905,1,45.0,mobile,APAC,0
5695,1,474.0,mobile,APAC,0
5182,1,490.0,mobile,EU,0
5223,1,815.0,mobile,EU,0
1524,1,69.0,mobile,NA,0
1101,0,457.0,mobile,EU,0
332,0,129.0,desktop,EU,0
2687,0,59.0,desktop,EU,0
1156,1,545.0,mobile,NA,0
3346,0,254.0,mobile,APAC,0
3305,0,113.0,mobile,NA,0
702,1,284.0,mobile,APAC,0
3740,1,129.0,mobile,NA,0
2131,1,726.0,desktop,EU,0
356,1,634.0,mobile,NA,0
5753,1,111.0,mobile,NA,0
44,1,700.0,mobile,APAC,0
4811,1,278.0,mobile,NA,0
665,1,830.0,desktop,NA,0
3605,1,428.0,mobile,APAC,1
256,0,601.0,desktop,NA,0
5714,1,524.0,mobile,APAC,0
208,1,396.0,desktop,APAC,0
2350,1,162.0,desktop,EU,0
5156,1,66.0,mobile,NA,1
1044,0,349.0,desktop,NA,1
1994,0,319.0,desktop,APAC,0
971,1,512.0,desktop,NA,0
3395,0,217.0,mobile,EU,0
3408,0,716.0,mobile,APAC,0
3134,0,526.0,mobile,NA,0
3388,1,293.0,desktop,APAC,0
5858,1,141.0,desktop,EU,0
5231,1,97.0,desktop,NA,0
528,0,623.0,desktop,APAC,0
2266,1,185.0,desktop,EU,0
4265,0,572.0,desktop,EU,1
5745,1,19.0,desktop,NA,1
5949,0,614.0,desktop,EU,0
2139,1,744.0,desktop,NA,0
692,0,211.0,mobile,NA,0
4795,0,397.0,desktop,APAC,0
3987,1,360.0,desktop,EU,0
1762,0,737.0,desktop,NA,0
5956,1,391.0,mobile,APAC,0
2571,0,223.0,desktop,APAC,0
1588,1,625.0,desktop,NA,1
5120,1,730.0,mobile,NA,0
3514,0,490.0,mobile,NA,0
2161,0,502.0,mobile,EU,0
4229,1,508.0,desktop,APAC,0
2081,1,661.0,mobile,EU,0
328,1,188.0,mobile,NA,0
467,1,746.0,desktop,APAC,0
1276,0,652.0,desktop,NA,0
1267,1,614.0,desktop,NA,0
5034,1,112.0,mobile,NA,0
3060,1,399.0,mobile,APAC,0
2291,1,859.0,mobile,APAC,0
4808,0,892.0,mobile,NA,0
389,0,103.0,mobile,APAC,1
4421,0,90.0,mobile,NA,0
2965,0,796.0,mobile,EU,0
5059,0,562.0,desktop,NA,1
4033,1,412.0,mobile,EU,0
1466,0,568.0,mobile,EU,0
3758,1,837.0,mobile,NA,0
1316,1,728.0,mobile,APAC,0
3397,0,799.0,mobile,NA,0
4882,0,169.0,desktop,APAC,0
4465,0,101.0,desktop,EU,0
4987,1,161.0,desktop,NA,0
3372,1,548.0,desktop,APAC,0
144,1,125.0,desktop,EU,0
867,0,202.0,desktop,NA,1
602,1,856.0,desktop,EU,0
4304,0,119.0,mobile,APAC,0
4039,1,802.0,mobile,NA,1
4385,1,10.0,mobile,NA,0
1630,1,238.0,desktop,EU,0
5891,0,8.0,desktop,NA,0
5393,0,539.0,mobile,NA,0
2112,0,524.0,mobile,NA,0
2872,0,837.0,mobile,NA,0
2148,1,792.0,desktop,APAC,0
4431,0,460.0,desktop,EU,0
1776,1,,mobile,NA,0
990,0,513.0,mobile,NA,0
3157,1,898.0,mobile,NA,0
4809,1,595.0,mobile,NA,0
3954,1,3.0,desktop,APAC,0
2475,0,31.0,mobile,NA,1
4766,1,701.0,mobile,EU,0
1114,1,842.0,mobile,NA,0
3088,0,442.0,mobile,NA,0
5609,1,437.0,mobile,NA,0
4623,1,280.0,mobile,APAC,0
2450,0,389.0,desktop,APAC,0
3953,1,49.0,mobile,EU,0
2718,0,209.0,mobile,EU,1
1170,1,60.0,mobile,NA,0
3769,1,562.0,desktop,NA,0
620,1,93.0,mobile,EU,1
666,1,506.0,mobile,NA,0
4279,1,268.0,mobile,EU,0
5946,1,406.0,mobile,NA,0
3596,0,372.0,mobile,NA,0
2665,1,353.0,mobile,EU,1
1694,0,578.0,mobile,NA,0
1624,0,443.0,desktop,NA,1
2277,0,391.0,mobile,NA,0
1447,1,452.0,desktop,APAC,1
4773,0,402.0,desktop,APAC,0
5808,1,100.0,desktop,NA,0
469,1,737.0,mobile,NA,1
2722,1,558.0,desktop,NA,0
994,0,607.0,mobile,APAC,1
4567,0,382.0,mobile,EU,0
4768,0,50.0,mobile,EU,0
667,0,840.0,mobile,EU,0
4550,0,152.0,mobile,EU,0
625,0,442.0,desktop,NA,0
721,1,240.0,mobile,EU,1
977,1,118.0,mobile,NA,0
300,1,847.0,mobile,NA,0
5536,0,,mobile,NA,0
1901,1,579.0,mobile,EU,0
387,1,23.0,desktop,NA,1
4067,0,70.0,desktop,APAC,0
5425,0,,desktop,NA,0
5338,1,35.0,desktop,EU,0
166,0,644.0,desktop,APAC,1
3922,0,149.0,mobile,APAC,0
3135,1,743.0,mobile,NA,0
2621,0,96.0,mobile,APAC,0
5581,1,321.0,mobile,EU,1
105,1,787.0,mobile,APAC,0
1907,0,218.0,desktop,NA,0
5209,1,320.0,mobile,EU,0
266,1,74.0,desktop,APAC,0
4106,1,677.0,desktop,EU,0
2546,0,267.0,desktop,APAC,0
3838,0,868.0,desktop,NA,0
4009,1,117.0,mobile,EU,0
185,1,214.0,mobile,NA,0
5846,0,289.0,mobile,NA,0
1082,0,465.0,mobile,APAC,0
2714,1,720.0,desktop,EU,0
1496,1,360.0,mobile,EU,0
3943,0,583.0,mobile,NA,1
1351,0,366.0,mobile,EU,0
2241,1,358.0,desktop,APAC,0
1782,1,815.0,desktop,NA,0
1396,1,446.0,desktop,EU,0
893,1,12.0,mobile,NA,0
273,1,136.0,desktop,NA,0
522,0,176.0,mobile,APAC,0
3542,0,325.0,mobile,NA,0
3887,1,167.0,desktop,APAC,0
2349,0,402.0,mobile,NA,0
5083,0,403.0,desktop,NA,0
3113,0,45.0,mobile,APAC,0
5189,0,823.0,desktop,NA,0
1984,0,744.0,desktop,APAC,0
2243,1,254.0,mobile,EU,0
117,1,436.0,desktop,APAC,0
1911,1,349.0,mobile,NA,0
3463,1,307.0,desktop,NA,0
3310,0,647.0,mobile,EU,0
5954,0,700.0,desktop,EU,1
4122,1,750.0,mobile,NA,0
4929,1,134.0,mobile,EU,0
1206,1,63.0,desktop,APAC,1
2218,0,493.0,mobile,APAC,1
309,1,591.0,desktop,EU,1
591,1,434.0,desktop,APAC,0
3655,1,895.0,desktop,APAC,1
1271,0,750.0,desktop,NA,0
3951,0,244.0,mobile,NA,0
2044,0,278.0,mobile,EU,0
2588,0,208.0,desktop,EU,0
1409,0,840.0,mobile,APAC,1
4888,1,654.0,mobile,NA,1
2502,0,267.0,desktop,APAC,0
2561,1,498.0,desktop,NA,0
5763,0,419.0,desktop,APAC,0
1917,0,551.0,mobile,NA,0
1265,1,420.0,mobile,NA,0
698,1,722.0,desktop,APAC,0
1041,0,774.0,mobile,EU,0
3035,0,251.0,mobile,NA,0
5173,0,92.0,mobile,NA,0
3517,1,458.0,mobile,APAC,0
4473,1,73.0,mobile,APAC,0
3326,0,122.0,mobile,EU,0
2166,1,277.0,mobile,NA,0
3351,0,145.0,mobile,NA,0
577,0,293.0,desktop,NA,0
4799,1,565.0,desktop,EU,0
1176,1,542.0,mobile,EU,0
748,1,627.0,mobile,NA,0
3091,0,359.0,mobile,NA,0
652,1,139.0,desktop,EU,0
4698,0,700.0,mobile,EU,1
983,0,193.0,desktop,APAC,0
3337,0,535.0,mobile,APAC,0
4650,1,740.0,mobile,NA,0
2669,1,650.0,mobile,NA,0
4002,1,618.0,desktop,NA,0
5694,0,700.0,mobile,NA,0
5179,0,739.0,desktop,APAC,0
39,0,771.0,mobile,EU,0
4466,0,44.0,mobile,APAC,0
4742,1,501.0,mobile,APAC,0
1038,1,458.0,desktop,NA,1
4582,0,880.0,mobile,EU,1
4759,0,521.0,desktop,NA,1
5885,0,191.0,desktop,NA,1
3245,1,327.0,desktop,APAC,0
3301,1,620.0,mobile,NA,0
5110,1,465.0,desktop,APAC,0
162,0,629.0,mobile,NA,0
4017,1,648.0,mobile,EU,0
3243,0,858.0,mobile,NA,0
582,0,45.0,mobile,NA,0
1832,1,141.0,desktop,NA,0
2237,0,264.0,desktop,APAC,0
560,0,456.0,desktop,EU,1
4417,1,825.0,mobile,NA,0
5545,1,518.0,mobile,APAC,0
113,0,99.0,mobile,NA,0
4408,0,137.0,mobile,EU,0
5205,0,468.0,desktop,NA,0
3242,1,112.0,desktop,APAC,0
2348,1,695.0,mobile,APAC,1
4940,1,31.0,mobile,EU,0
5166,1,234.0,desktop,APAC,0
5313,0,690.0,mobile,EU,1
4283,1,409.0,desktop,APAC,1
4919,1,420.0,desktop,APAC,0
3050,1,828.0,mobile,EU,0
1494,0,162.0,desktop,EU,0
1651,0,43.0,mobile,EU,0
4709,0,592.0,desktop,NA,0
4828,0,370.0,desktop,APAC,0
4818,1,860.0,desktop,APAC,0
76,1,616.0,desktop,APAC,0
1169,0,678.0,desktop,NA,0
5019,0,463.0,mobile,NA,0
5416,1,621.0,desktop,EU,0
1887,1,253.0,mobile,NA,0
1623,1,192.0,desktop,NA,0
4596,1,619.0,mobile,APAC,0
2734,1,112.0,mobile,NA,0
3867,1,517.0,mobile,NA,0
3001,0,651.0,mobile,EU,0
2747,1,130.0,desktop,EU,0
2427,0,815.0,mobile,EU,0
5094,1,323.0,desktop,EU,0
3371,0,654.0,desktop,NA,0
92,0,479.0,desktop,EU,0
508,1,282.0,mobile,EU,0
4706,0,731.0,mobile,APAC,0
1570,0,43.0,mobile,APAC,0
5839,0,289.0,mobile,NA,0
258,0,674.0,desktop,EU,0
917,1,91.0,desktop,EU,0
1285,0,526.0,mobile,NA,0
4769,0,116.0,mobile,APAC,0
485,1,,desktop,EU,1
2658,1,,desktop,NA,0
719,1,782.0,desktop,NA,1
1405,0,262.0,desktop,NA,1
3482,1,113.0,desktop,EU,0
1475,0,773.0,desktop,APAC,0
2446,1,173.0,desktop,NA,0
3070,1,790.0,mobile,NA,0
4884,1,519.0,mobile,EU,0
989,1,897.0,mobile,NA,1
3889,1,530.0,desktop,EU,0
430,0,22.0,mobile,APAC,0
4691,1,330.0,mobile,EU,0
4937,0,181.0,mobile,NA,0
5627,1,504.0,mobile,EU,0
2634,0,768.0,mobile,EU,0
308,0,229.0,desktop,APAC,0
5428,1,434.0,mobile,EU,0
5008,0,497.0,mobile,NA,0
845,0,734.0,mobile,NA,0
650,0,227.0,mobile,NA,0
1632,0,371.0,mobile,APAC,1
5747,1,572.0,mobile,NA,1
944,1,648.0,desktop,APAC,0
4959,1,584.0,desktop,EU,0
4740,1,,mobile,NA,0
5429,0,425.0,mobile,NA,0
2936,0,313.0,mobile,NA,0
4544,0,343.0,mobile,NA,0
2803,0,839.0,mobile,EU,0
4400,1,649.0,mobile,APAC,0
3173,1,680.0,desktop,NA,0
5638,0,722.0,mobile,APAC,0
4668,1,462.0,desktop,APAC,0
1066,1,20.0,mobile,NA,0
1247,0,316.0,mobile,NA,0
4147,0,772.0,mobile,NA,0
4679,1,554.0,mobile,EU,0
2252,0,442.0,mobile,APAC,0
706,0,746.0,mobile,NA,0
4968,0,413.0,mobile,NA,0
4413,1,529.0,desktop,EU,0
5260,1,897.0,mobile,NA,0
3609,1,254.0,mobile,EU,0
1262,1,726.0,mobile,APAC,0
5036,1,891.0,mobile,APAC,0
1888,1,648.0,mobile,NA,0
4207,0,,desktop,EU,0
4315,1,866.0,desktop,EU,1
5322,1,825.0,desktop,NA,0
5046,1,344.0,mobile,APAC,1
4251,0,369.0,desktop,NA,0
4423,1,817.0,mobile,NA,0
863,0,329.0,mobile,EU,0
5996,1,549.0,mobile,NA,1
3234,0,328.0,mobile,NA,0
4259,0,381.0,desktop,APAC,0
2628,0,460.0,desktop,EU,0
2395,0,216.0,desktop,EU,0
4456,1,501.0,mobile,NA,0
2723,1,,mobile,NA,1
4074,1,669.0,mobile,EU,1
132,0,621.0,mobile,EU,0
2191,1,756.0,mobile,NA,0
4006,1,757.0,mobile,NA,0
981,0,2.0,mobile,NA,0
510,0,241.0,desktop,APAC,0
4935,1,136.0,mobile,EU,1
5803,1,134.0,mobile,NA,0
5605,0,77.0,mobile,APAC,0
369,1,155.0,desktop,APAC,0
5248,0,735.0,mobile,NA,0
4719,1,223.0,mobile,NA,0
2143,1,838.0,mobile,APAC,0
1188,1,304.0,mobile,NA,0
318,1,286.0,mobile,NA,0
2619,0,534.0,mobile,EU,0
3877,1,710.0,mobile,NA,0
2553,1,126.0,mobile,NA,0
4527,1,573.0,desktop,APAC,1
1248,0,684.0,desktop,EU,1
63,0,615.0,mobile,NA,0
3439,1,712.0,mobile,APAC,0
3746,0,441.0,mobile,NA,0
3541,0,840.0,mobile,NA,0
3790,1,128.0,mobile,NA,0
3845,1,83.0,desktop,EU,0
2080,1,208.0,mobile,EU,0
1841,1,856.0,desktop,APAC,0
2716,1,760.0,mobile,APAC,0
5175,0,263.0,desktop,APAC,1
3583,1,94.0,mobile,APAC,0
1636,0,687.0,mobile,EU,0
3614,0,23.0,mobile,NA,0
1132,1,784.0,mobile,NA,0
5599,1,858.0,mobile,APAC,0
4335,0,849.0,mobile,NA,0
2548,0,475.0,mobile,NA,0
183,1,10.0,mobile,NA,1
1789,1,752.0,mobile,EU,0
3829,1,747.0,mobile,NA,0
4517,1,,mobile,NA,0
1871,0,588.0,mobile,APAC,0
5149,1,717.0,mobile,EU,0
3792,1,420.0,mobile,EU,0
205,0,884.0,mobile,EU,0
20,1,507.0,desktop,NA,0
1693,1,431.0,mobile,APAC,0
4029,1,390.0,mobile,EU,0
5612,1,241.0,mobile,APAC,0
3636,1,733.0,desktop,EU,1
5527,1,683.0,mobile,EU,0
376,0,96.0,desktop,EU,1
3735,1,57.0,desktop,EU,0
5516,0,264.0,desktop,NA,0
3924,1,16.0,desktop,EU,0
1627,0,195.0,mobile,EU,0
907,0,32.0,mobile,NA,0
3827,0,284.0,mobile,NA,0
3143,1,701.0,mobile,APAC,0
217,1,742.0,mobile,APAC,0
808,0,374.0,mobile,NA,0
2880,1,624.0,mobile,APAC,0
5068,0,627.0,desktop,APAC,0
826,1,712.0,mobile,APAC,0
3381,0,143.0,mobile,EU,0
594,0,441.0,mobile,NA,0
2576,0,450.0,mobile,EU,0
2315,1,784.0,desktop,NA,1
5607,0,227.0,desktop,EU,0
1552,0,317.0,mobile,NA,0
1031,0,182.0,desktop,EU,0
4406,1,149.0,mobile,NA,0
2523,0,549.0,desktop,NA,1
103,0,479.0,desktop,APAC,0
1328,1,405.0,mobile,EU,0
2787,0,328.0,mobile,NA,0
2391,1,457.0,desktop,NA,0
2827,0,512.0,mobile,EU,0
3767,0,584.0,mobile,NA,0
2639,0,234.0,desktop,NA,0
5384,1,601.0,desktop,NA,0
1843,0,818.0,mobile,APAC,1
5315,1,20.0,mobile,APAC,0
657,0,,desktop,NA,0
4612,0,804.0,desktop,NA,0
3314,1,176.0,mobile,EU,0
2821,0,805.0,mobile,NA,0
3075,1,847.0,mobile,EU,0
5735,1,840.0,desktop,APAC,1
3402,1,661.0,mobile,NA,1
2089,1,522.0,mobile,APAC,1
4696,1,432.0,mobile,APAC,0
3235,1,180.0,mobile,EU,0
4000,1,90.0,mobile,NA,0
2594,0,538.0,mobile,NA,0
3500,0,424.0,mobile,EU,0
2275,0,5.0,mobile,APAC,0
4899,1,337.0,desktop,APAC,0
4331,0,640.0,desktop,NA,1
312,0,753.0,desktop,NA,0
3252,1,495.0,mobile,EU,0
2279,1,85.0,desktop,NA,0
512,1,847.0,desktop,EU,0
1964,1,420.0,mobile,NA,0
70,0,537.0,desktop,NA,1
3523,1,16.0,mobile,EU,0
623,0,43.0,mobile,EU,0
859,1,91.0,desktop,NA,0
5210,1,330.0,desktop,NA,0
1874,1,834.0,desktop,NA,0
5497,1,373.0,mobile,NA,0
1550,1,31.0,mobile,APAC,1
2650,0,876.0,mobile,EU,0
4786,1,686.0,desktop,EU,0
5724,1,91.0,mobile,EU,0
1100,1,271.0,desktop,EU,0
5172,1,257.0,mobile,APAC,0
5097,1,335.0,desktop,EU,0
1193,0,445.0,mobile,APAC,0
52,0,440.0,mobile,APAC,1
3586,0,641.0,mobile,NA,0
4483,0,679.0,desktop,NA,0
5437,0,883.0,mobile,NA,0
5966,1,162.0,mobile,NA,0
4531,0,649.0,mobile,EU,0
1095,0,717.0,desktop,EU,0
177,0,254.0,desktop,EU,1
2290,0,512.0,mobile,APAC,0
3012,0,564.0,mobile,EU,0
2755,0,122.0,desktop,NA,0
1125,1,798.0,desktop,NA,0
1145,0,772.0,desktop,NA,0
2477,0,127.0,mobile,EU,0
3768,0,667.0,mobile,EU,0
1005,0,768.0,mobile,APAC,1
5748,0,616.0,mobile,NA,0
5924,1,539.0,mobile,EU,1
3559,0,744.0,desktop,NA,1
3267,1,248.0,mobile,APAC,1
3930,1,241.0,mobile,EU,0
1572,0,797.0,mobile,EU,1
810,1,798.0,mobile,APAC,0
4741,0,398.0,mobile,EU,0
5775,1,252.0,mobile,APAC,0
5647,1,705.0,mobile,EU,0
1824,1,355.0,mobile,APAC,1
767,1,505.0,mobile,NA,0
5249,1,192.0,mobile,EU,0
4545,1,221.0,desktop,EU,0
5640,0,95.0,desktop,EU,0
222,0,187.0,mobile,NA,0
5307,1,73.0,mobile,EU,1
3185,0,370.0,mobile,NA,0
1291,0,616.0,desktop,APAC,0
2108,1,183.0,mobile,EU,0
1076,0,531.0,mobile,APAC,0
503,1,150.0,mobile,EU,0
5203,1,847.0,desktop,NA,1
5324,1,888.0,mobile,EU,0
2171,1,33.0,mobile,NA,1
5670,1,872.0,desktop,NA,0
424,1,379.0,mobile,NA,1
1346,0,142.0,mobile,NA,0
2453,1,702.0,mobile,APAC,0
2370,1,546.0,desktop,NA,0
3522,0,583.0,mobile,EU,0
3775,0,833.0,desktop,NA,0
3438,1,343.0,mobile,NA,0
3026,1,567.0,mobile,NA,0
1580,0,525.0,mobile,APAC,0
5744,1,843.0,mobile,NA,1
5794,0,391.0,desktop,EU,0
835,0,333.0,desktop,NA,0
